NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
HD 190360 c,0.0589738,0.129216,17.111027,0.23747,5.18038,2454389.63,4.84311,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V
Kepler-23 c,,0.0986522,10.7421,0,90,2454966.2926,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-378 b,,0.124744,16.092361,,90,2454975.51349,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 65216 b,1.21636,1.37427,613.09998,0.41,198,2450762,33.7,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
Kepler-343 c,,0.159296,23.22182,,90,2454984.0664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-42 b,,0.0112809,1.2137672,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-212 b,,0.125596,16.257582,,90,2454972.64774,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-296 c,,0.063479,5.841648,,90,2454968.92127,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-356 b,,0.0542304,4.612696,,90,2454965.77463,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-13 b,0.8514,0.0426946,2.91625,0.0133,210,2454777.975,106.04,Winn 2010,http://adsabs.harvard.edu/abs/2010ApJ...718..575W,Bakos 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..446B
Kepler-244 b,,0.0518456,4.311792,,90,2455006.57568,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-448 b,,0.151393,17.8552333,0,228,,,Bourrier 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..55B,Bourrier 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..55B
GJ 3634 b,0.0221881,0.0286881,2.64561,0.08,84,2455390.417,5.57,Bonfils 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.111B,Bonfils 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.111B
Kepler-9 b,0.248865,0.140548,19.243158,0.150841,18.5551,2455089.7,19.09,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H,Holman 2010,http://adsabs.harvard.edu/abs/2010Sci...330...51H
HD 130322 b,1.04309,0.0896052,10.7085,0.011,145,2453995,108.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Udry 2000,http://adsabs.harvard.edu/abs/2000A%26A...356..590U
Kepler-31 d,,0.386163,87.648901,,90,2454967.93828,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-399 d,,0.293358,58.034616,,90,2454971.73323,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-215 c,,0.117265,14.667108,,90,2454978.42381,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-108 b,,0.262717,49.183921,,90,2454974.91123,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-348 c,,0.130735,17.265427,,90,2454968.35658,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-124 b,,0.0443423,3.410493,,90,2454964.57549,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-185 c,,0.147681,20.729042,,90,2455018.43642,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-191 c,,0.133112,17.738506,,90,2454981.98862,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
omega Ser b,1.70083,1.07698,277.02,0.106,132,2450022,31.8,Sato 2013,http://arxiv.org/abs/1304.4328,Sato 2013,http://arxiv.org/abs/1304.4328
Kepler-111 b,,0.043745,3.341815,,90,2454974.35574,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 16175 b,4.37946,2.1185,990,0.6,222,2453810,94,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P,Peek 2009,http://adsabs.harvard.edu/abs/2009PASP..121..613P
Kepler-235 b,,0.0437311,3.340222,,90,2455004.97787,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 46375 b,0.227201,0.0399038,3.023573,0.063,114,2451071.53,33.65,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2000,http://adsabs.harvard.edu/abs/2000ApJ...536L..43M
Kepler-48 c,0.0456363,0.0851485,9.67395,,,,4.74,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-114 b,,0.0586548,5.188549,,90,2454978.3632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-60 d,,0.105629,11.9016171,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
CoRoT-29 b,0.852133,0.0389589,2.85057,0.082,87,,125,Cabrera 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C,Cabrera 2015,http://adsabs.harvard.edu/abs/2015A%26A...579A..36C
Kepler-14 b,8.40643,0.0806879,6.790123,0.0350051,89.0179,2454971.07,682.9,Bucchave 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....3B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-234 c,,0.0730543,7.21205,,90,2455005.81664,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-13 b,1.3102,0.051069,4.03519,0,90,2444790.8091,157.8,Cabrera 2010,http://adsabs.harvard.edu/abs/2010A&A...522A.110C,Cabrera 2010,http://adsabs.harvard.edu/abs/2010A&A...522A.110C
HD 98219 b,2.12353,1.32398,436.9,0,47,2455140,41.2,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J
HD 11964 b,0.608106,3.1288,1944.5898,0.041,154.961,2454170.722,9.41101,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B
HAT-P-34 b,3.32973,0.0677467,5.452654,0.441,20,2455431.59629,343.1,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
Kepler-421 b,,1.43442,704.1984,0.041,160,,,Kipping 2014,http://adsabs.harvard.edu/abs/2014ApJ...795...25K,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
MOA-2010-BLG-477L b,,,,,,,,Bachelet 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...73B,Bachelet 2012,http://adsabs.harvard.edu/abs/2012ApJ...754...73B
Kepler-31 b,,0.158038,20.8613,0,90,2454992.141,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-85 c,,0.102591,12.513,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-219 d,,0.258138,47.903645,,90,2454974.98257,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
mu Leo b,2.4,1.12966,357.8,0.09,227.1,2452921,52,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L,Lee 2014,http://adsabs.harvard.edu/abs/2014A%26A...566A..67L
Kepler-431 b,,0.0718902,6.803,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-248 c,,0.125503,16.239494,,90,2455008.56901,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 139357 b,10.0754,2.34618,1125.7,0.1,235.4,2452466.7,161.2,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...499..935D
HD 1461 b,0.0240044,0.0635202,5.7727,0.14,58,2450366.519,2.7,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1492R
Kepler-283 c,,0.400986,92.743711,,90,2455006.31145,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-30 b,0.706657,0.0419042,2.810595,0.035,252,2455454.91,88.1,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJ...735...24J
Kepler-430 c,,0.4757,110.979,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-251 d,,0.189511,30.133001,,90,2455023.38322,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-234 b,,0.0380552,2.711506,,90,2455003.03513,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-37 b,0.00958399,0.102457,13.367308,0,90,2455017.03271,0.95,Barclay 2013,http://adsabs.harvard.edu/abs/2013Natur.494..452B,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
Kepler-392 c,,0.0933838,10.423118,,90,2454968.15286,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 8535 b,0.682196,2.4447,1313,0.15,61,2454537,11.8,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N
HAT-P-28 b,0.627451,0.0433674,3.257215,0.051,233,2455415.602,84.7,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B,Buchhave 2011,http://adsabs.harvard.edu/abs/2011ApJ...733..116B
Kepler-349 c,,0.103986,12.247629,,90,2454971.21701,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 4203 b,2.08215,1.16537,431.88,0.519,329.1,2451918.9,60.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V
Kepler-331 d,,0.197812,32.134328,,90,2454975.26823,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 102956 b,0.951497,0.0810025,6.4948,0.048,12,2455352.26,73.4,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J,Johnson 2010,http://adsabs.harvard.edu/abs/2010ApJ...721L.153J
WTS-2 b,1.11131,0.0185537,1.0187074,0,,2454317.81264,256,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B,Birkby 2014,http://adsabs.harvard.edu/abs/2014MNRAS.440.1470B
Kepler-362 c,,0.220686,37.866281,,90,2454967.35783,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-186 e,,0.121623,22.407793,0.03,270,2454975.597,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q
Kepler-321 c,,0.108723,13.093921,,90,2454977.52374,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-376 c,,0.114613,14.172327,,90,2454975.59795,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Fomalhaut b,,113.443,318498,0.12,,,,,,Kalas 2008,http://adsabs.harvard.edu/abs/2008Sci...322.1345K
GJ 176 b,0.0259969,0.0656822,8.7832,0,0,2454399.79,4.12,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F,Forveille 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..645F
HD 23079 b,2.4433,1.59509,730.6,0.102,55,2450492,54.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T
HD 178911 B b,7.29127,0.344904,71.484,0.114,168.2,2453808.1,343.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Zucker 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..363Z
WASP-58 b,0.890462,0.0562022,5.01718,0,90,2455183.9335,110.1,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H
Kepler-244 c,,0.0894244,9.767292,,90,2455019.57903,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-354 b,,0.0608066,5.47666,,90,2454968.70204,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-278 b,,0.189627,30.160546,,90,2454971.51248,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 162020 b,15.2138,0.0756944,8.428198,0.277,28.4,2451990.677,1813,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U
Kepler-183 b,,0.0623606,5.687945,,90,2454966.95634,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
MOA-bin-1L b,,,,,,,,Bennett 2012,http://adsabs.harvard.edu/abs/2012ApJ...757..119B,Bennett 2012,http://adsabs.harvard.edu/abs/2012ApJ...757..119B
Kepler-210 c,,0.0781034,7.972513,,90,2455004.58436,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-437 b,,0.286604,66.65062,0,90,2455670.6876,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-184 d,,0.184825,29.022358,,90,2455031.3679,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 168746 b,0.245103,0.0655505,6.404,0.107,17,2451757.83,28.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Pepe 2002,http://adsabs.harvard.edu/abs/2002A%26A...388..632P
GJ 876 c,0.612168,0.129574,30.0881,0.25591,48.76,2450577.5,88.34,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Marcy 2001,http://adsabs.harvard.edu/abs/2001ApJ...556..296M
Kepler-20 c,0.0494862,0.0930411,10.854092,0,6.46982,2454963.325,4.83,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-47 b,,0.267621,49.514,0,,,,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O,Orosz 2012,http://adsabs.harvard.edu/abs/2012Sci...337.1511O
Kepler-296 b,,0.0461525,3.621457,,90,2454967.7536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-402 b,,0.0495511,4.028751,,90,2454966.76902,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-260 b,,0.0795006,8.187399,,90,2455093.86771,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-255 c,,0.0905121,9.946047,,90,2455004.70016,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 215497 b,0.020855,0.0465952,3.93404,0.16,96,2454858.95,2.98,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L
Kepler-62 f,,0.717595,267.291,0.094434,237.995,2455442.463,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B
HATS-5 b,0.237646,0.0542014,4.763387,0.019,204,2456272.006,30,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z,Zhou 2014,http://adsabs.harvard.edu/abs/2014AJ....147..144Z
HD 154345 b,0.956901,4.21377,3341.5588,0.044,68.1543,2452831.223,14.0318,Wright 2008,http://adsabs.harvard.edu/abs/2008ApJ...683L..63W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W
Kepler-60 c,,0.0871504,8.9193459,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B
Kepler-395 c,,0.209361,34.989262,,90,2454977.22265,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 217107 b,1.40112,0.0750282,7.1268163,0.126686,24.3621,2454395.787,139.204,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 1999,http://adsabs.harvard.edu/abs/1999PASP..111...50F
Kepler-431 c,,0.0847193,8.703,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
mu Ara c,1.88907,5.34057,4205.8,0.0985,57.6,2452955.2,21.79,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,McCarthy 2004,http://adsabs.harvard.edu/abs/2004ApJ...617..575M
HD 7199 b,0.295018,1.36155,615,0.19,155,2455030,7.76,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D
Kepler-233 c,,0.301339,60.418955,,90,2455014.16152,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
GJ 433 b,0.0181986,0.0580371,7.3709,0.08,204,2494287,3.11,Delfosse 2013,http://adsabs.harvard.edu/abs/2013A%26A...553A...8D,Delfosse 2013,http://adsabs.harvard.edu/abs/2013A%26A...553A...8D
HD 159243 b,1.13,0.110366,12.62,0.02,223,2456426.11,91.1,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M,Moutou 2013,http://adsabs.harvard.edu/abs/2013arXiv1311.5271M
Kepler-327 d,,0.113517,13.969457,,90,2454965.17104,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-31 b,2.16627,0.0611921,5.005425,0.245,274.3,2454318.48,232.5,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K,Kipping 2011,http://adsabs.harvard.edu/abs/2011AJ....142...95K
OGLE-TR-113 b,1.25508,0.0228946,1.4324757,0,90,2452325.79823,267,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Konacki 2004; Bouchy 2004,http://adsabs.harvard.edu/abs/2004ApJ...609L..37K ; http://adsabs.harvard.edu/abs/2004A%26A...421L..13B
Kepler-356 c,,0.108876,13.121632,,90,2454966.3931,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-41 b,0.493327,0.0289537,1.855558,0,90,2454970.714,85,Santerne 2011,http://adsabs.harvard.edu/abs/2011A%26A...536A..70S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-270 b,,0.0995717,11.476094,,90,2454968.3951,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 285507 b,0.917,0.0588842,6.0881,0.086,182,2456263.121,125.8,Quinn 2014,http://adsabs.harvard.edu/abs/2014ApJ...787...27Q,Quinn 2014,http://adsabs.harvard.edu/abs/2014ApJ...787...27Q
HD 40307 d,0.028076,0.132422,20.46,0,0,2454532.42,2.55,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M
HD 290327 b,2.54762,3.43052,2443,0.08,268,2455326,41.3,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N
Kepler-438 b,,0.171702,35.23319,0,90,2455673.0307,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
GJ 876 e,0.039229,0.333345,124.26,0.055,239,2450519.598,3.42,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R
HD 169830 c,4.06407,3.60184,2102,0.33,252,2452516,54.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
47 UMa c,0.545774,3.57197,2391,0.098,295,2452441,8,Gregory 2010,http://adsabs.harvard.edu/abs/2010MNRAS.403..731G,Fischer 2002,http://adsabs.harvard.edu/abs/2002ApJ...564.1028F
Kepler-85 b,,0.0780663,8.306,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-313 c,,0.198382,32.273273,,90,2454982.10331,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-199 b,,0.161192,23.637604,,90,2455005.64846,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-172 b,,0.0401669,2.940309,,90,2455002.9034,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-223 d,,0.117913,14.788759,,90,2455009.76379,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-431 d,,0.104497,11.922,,,,,Everett 2015,http://adsabs.harvard.edu/abs/2015AJ....149...55E,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B
Kepler-360 b,,0.0432887,3.289672,,90,2454964.75603,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-246 b,,0.0541452,4.60182,,90,2455002.97887,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-347 b,,0.10708,12.79836,,90,2454966.64816,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 63765 b,0.643827,0.94038,358,0.24,122,2454404,20.9,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S
Kepler-217 c,,0.0820605,8.586004,,90,2454970.96096,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 85390 b,0.131884,1.52377,788,0.41,266,2454464.2,3.82,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M
Kepler-401 c,,0.256031,47.318218,,90,2455003.06041,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-299 c,,0.0708347,6.885875,,90,2454971.40955,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
